"";"rt";"subject";"condition";"condition_code";"measure";"measure_code";"val";"type";"type_specific";"category";"cs_selected";"target";"nr_pres";"response"
"9843";1131,34499988519;"4d661end2v";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"3";"3/GS2";"7";45;0
"9847";1646,73499995843;"4d661end2v";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"48";46;0
"9851";3981,26000002958;"4d661end2v";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"4";"4/CS3";"13";47;1
"10050";1766;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS8";"40";0;0
"10054";1881;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS7";"26";1;0
"10058";817;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS9";"48";2;1
"10062";554;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS10";"2";3;1
"10066";640;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS1";"20";4;0
"10070";521;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS10";"43";5;1
"10074";1926;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS2";"21";6;1
"10078";1011;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS2";"9";7;1
"10082";1235;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS3";"47";8;1
"10086";875;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS7";"8";9;0
"10090";372;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS5";"13";10;1
"10094";384;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS9";"44";11;1
"10098";754;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS5";"15";12;0
"10102";1487;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"3";"3/CS9";"34";13;0
"10106";1681;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS6";"45";14;0
"10110";1141;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"2";"2/CS8";"11";15;1
"10114";768;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS3";"5";16;0
"10118";1787;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS4";"30";17;0
"10122";1317;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS7";"7";18;1
"10126";539;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"CS";"CS";"2";"2/CS6";"39";19;1
"10130";1234;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS6";"29";20;0
"10134";1166;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS5";"27";21;0
"10138";788;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"1";"1/CS7";"19";22;1
"10142";1476;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"CS";"CS";"4";"4/CS8";"23";23;0
"10147";1680;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS2";"36";24;0
"10151";404;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS1";"38";25;1
"10155";976;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS3";"24";26;1
"10159";1371;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS3";"33";27;0
"10163";729;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS1";"35";28;1
"10167";1250;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS5";"12";29;0
"10171";1217;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS2";"17";30;1
"10175";1301;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS1";"16";31;1
"10179";821;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS4";"3";32;1
"10183";1310;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS6";"4";33;1
"10187";1081;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"1";"1/ma";"42";34;0
"10191";747;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS1";"28";35;1
"10195";652;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"4";"4/GS2";"14";36;1
"10199";476;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"3";"3/wang";"18";37;0
"10203";679;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS2";"6";38;0
"10207";2246;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS8";"25";39;1
"10211";1223;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"2";"2/GS3";"37";40;1
"10215";1228;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSold";"3";"3/CS10";"1";41;0
"10219";1348;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"1";"1/CS9";"46";42;1
"10223";880;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"GSnew";"3";"3/GS2";"22";43;1
"10227";1132;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSold";"4";"4/CS10";"41";44;1
"10231";757;"4dg21jcf26";"many_one";"0";"direct_first";"1";"neg";"GS";"abstract";"2";"2/men";"32";45;1
"10235";1074;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"GSnew";"1";"1/GS3";"10";46;0
"10239";476;"4dg21jcf26";"many_one";"0";"direct_first";"1";"pos";"GS";"abstract";"4";"4/lin";"31";47;0
"10340";134;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS6";"27";0;0
"10344";3809;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS4";"31";1;1
"10348";2363;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS8";"2";2;1
"10352";1079;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS10";"4";3;1
"10356";751;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS3";"20";4;1
"10360";761;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS4";"5";5;0
"10364";864;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2";"28";6;1
"10368";652;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS9";"40";7;1
"10372";3507;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS3";"6";8;0
"10376";637;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS8";"34";9;0
"10380";1183;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS2";"22";10;1
"10384";537;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS5";"35";11;1
"10388";2395;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS6";"46";12;1
"10392";562;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS4";"45";13;0
"10396";483;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS2";"37";14;1
"10400";385;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4";"17";15;1
"10405";2004;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"14";16;1
"10409";962;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"44";17;1
"10413";702;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"47";18;1
"10417";864;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"38";19;1
"10421";502;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"29";20;0
"10425";747;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"33";21;1
"10429";450;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"23";22;1
"10433";530;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"19";23;0
"10437";589;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"1";24;1
"10441";632;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"13";25;1
"10445";1159;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"36";26;1
"10449";1090;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"3";27;0
"10453";1086;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"24";28;0
"10457";530;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"8";29;1
"10461";461;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"12";30;0
"10465";1464;"4ep2ondcw3";"one_one";"1";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"7";31;0
"10599";2844;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS3";"9";0;1
"10603";1898;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9";"24";1;1
"10607";1404;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS3";"28";2;0
"10611";773;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS2";"46";3;1
"10615";1419;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS8";"20";4;1
"10619";699;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS8";"3";5;1
"10623";544;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS7";"42";6;0
"10627";2588;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS10";"17";7;1
"10631";881;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS4";"36";8;1
"10635";2824;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS1";"27";9;0
"10639";477;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS5";"43";10;0
"10643";1042;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS10";"29";11;1
"10647";692;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS6";"37";12;1
"10651";706;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS7";"11";13;1
"10655";1183;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS4";"13";14;0
"10659";761;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS3";"48";15;1
"10663";1333;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"1";"1/CS1";"4";16;1
"10667";637;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3";"6";17;1
"10671";516;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS7";"33";18;1
"10675";483;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2";"31";19;1
"10679";692;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"2";"2/CS2";"5";20;1
"10683";1103;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS9";"10";21;1
"10687";1242;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS2";"1";22;0
"10691";1006;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8";"19";23;1
"10696";558;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"1";"1/ma";"14";24;1
"10700";334;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS8";"30";25;0
"10704";761;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"18";26;1
"10708";508;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS4";"23";27;1
"10712";1826;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"41";28;1
"10716";812;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS2";"12";29;0
"10720";716;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS5";"25";30;0
"10724";419;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS9";"47";31;0
"10728";1659;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS5";"38";32;1
"10732";1076;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"16";33;1
"10736";975;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"8";34;0
"10740";601;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS6";"15";35;1
"10744";311;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"2";"2/CS1";"35";36;0
"10748";401;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"26";37;1
"10752";445;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"2";"2/men";"2";38;0
"10756";559;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"21";39;1
"10760";362;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"32";40;0
"10764";352;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS3";"39";41;0
"10768";442;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS2";"44";42;0
"10772";580;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS3";"45";43;1
"10776";652;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"1";"1/GS1";"22";44;1
"10780";781;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"7";45;1
"10784";667;"4f19fjp626";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"1";"1/CS4";"40";46;1
"10788";419;"4f19fjp626";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"2";"2/GS1";"34";47;1
"10938";9020;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS10";"19";0;0
"10942";3793;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS6";"36";1;0
"10946";1206;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS6";"48";2;1
"10950";1214;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS7";"4";3;1
"10954";1428;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS2";"38";4;0
"10958";2332;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS3";"13";5;1
"10962";2600;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS2";"39";6;0
"10966";2197;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS1";"12";7;1
"10970";1488;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS9";"11";8;1
"10974";2711;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS1";"24";9;1
"10978";1374;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS4";"25";10;0
"10982";1322;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS10";"41";11;1
"10986";1271;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS8";"6";12;1
"10990";952;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS5";"42";13;0
"10994";4054;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS8";"23";14;0
"10998";2309;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS9";"14";15;1
"11002";1125;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS3";"31";16;0
"11006";1054;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"1";"1/CS6";"3";17;0
"11010";1344;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS3";"1";18;1
"11014";624;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"2";"2/CS8";"2";19;0
"11018";485;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"CS";"CS";"3";"3/CS3";"34";20;1
"11022";916;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"4";"4/CS9";"20";21;0
"11026";734;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS8";"18";22;1
"11030";913;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"CS";"CS";"1";"1/CS2";"22";23;1
"11035";3056;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS4";"8";24;1
"11039";2210;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS1";"46";25;0
"11043";1154;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS1";"30";26;1
"11047";727;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS4";"26";27;0
"11051";401;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS1";"40";28;1
"11055";422;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS1";"45";29;1
"11059";867;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"2";"2/men";"35";30;1
"11063";500;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS3";"33";31;1
"11067";485;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS2";"10";32;0
"11071";595;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS3";"17";33;0
"11075";818;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS1";"27";34;0
"11079";1962;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS2";"7";35;1
"11083";453;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS6";"16";36;0
"11087";847;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"1";"1/ma";"21";37;0
"11091";453;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS2";"28";38;1
"11095";658;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"1";"1/GS3";"29";39;0
"11099";418;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"abstract";"3";"3/wang";"32";40;1
"11103";704;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"2";"2/GS2";"43";41;0
"11107";744;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"2";"2/CS7";"47";42;1
"11111";1355;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSold";"4";"4/CS5";"15";43;0
"11115";341;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSold";"3";"3/CS10";"44";44;1
"11119";357;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"GSnew";"4";"4/GS3";"5";45;0
"11123";344;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"pos";"GS";"GSnew";"3";"3/GS1";"9";46;1
"11127";805;"4jkz6xklgk";"many_one";"0";"indirect_first";"0";"neg";"GS";"abstract";"4";"4/lin";"37";47;1
"NA";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.1";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.2";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.3";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.4";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.5";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.6";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.7";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.9";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.10";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.11";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.12";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.13";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.14";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.15";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.16";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.17";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.18";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.19";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.20";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.21";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.22";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.23";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.24";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.25";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.26";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.27";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.28";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.29";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.30";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.31";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.32";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.33";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.34";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.35";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.36";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.37";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.38";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.39";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.40";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.41";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.42";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.43";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.44";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.45";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.46";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.47";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.48";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"NA.49";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
